CAEN Rev.2  (activitati ale economiei nationale), Clase de marime, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Miliarde lei  lei RON  mii lei RON milioane lei RON (incepand cu 2005), Valoare
F  CONSTRUCTII, Total, Botosani, Anul 2023, Milioane lei RON, 2496
F  CONSTRUCTII, Total, Botosani, Anul 2024, Milioane lei RON, 2629
F  CONSTRUCTII, Total, Iasi, Anul 2008, Milioane lei RON, 2492
F  CONSTRUCTII, Total, Iasi, Anul 2009, Milioane lei RON, 1922
F  CONSTRUCTII, Total, Iasi, Anul 2010, Milioane lei RON, 1900
F  CONSTRUCTII, Total, Iasi, Anul 2011, Milioane lei RON, 2320
F  CONSTRUCTII, Total, Iasi, Anul 2012, Milioane lei RON, 2083
F  CONSTRUCTII, Total, Iasi, Anul 2013, Milioane lei RON, 1700
F  CONSTRUCTII, Total, Iasi, Anul 2014, Milioane lei RON, 1864
F  CONSTRUCTII, Total, Iasi, Anul 2015, Milioane lei RON, 2228
F  CONSTRUCTII, Total, Iasi, Anul 2016, Milioane lei RON, 1947
F  CONSTRUCTII, Total, Iasi, Anul 2017, Milioane lei RON, 2232
F  CONSTRUCTII, Total, Iasi, Anul 2018, Milioane lei RON, 2696
F  CONSTRUCTII, Total, Iasi, Anul 2019, Milioane lei RON, 3986
F  CONSTRUCTII, Total, Iasi, Anul 2020, Milioane lei RON, 4351
F  CONSTRUCTII, Total, Iasi, Anul 2021, Milioane lei RON, 4588
F  CONSTRUCTII, Total, Iasi, Anul 2022, Milioane lei RON, 5661
F  CONSTRUCTII, Total, Iasi, Anul 2023, Milioane lei RON, 6743
F  CONSTRUCTII, Total, Iasi, Anul 2024, Milioane lei RON, 7602
F  CONSTRUCTII, Total, Neamt, Anul 2008, Milioane lei RON, 877
F  CONSTRUCTII, Total, Neamt, Anul 2009, Milioane lei RON, 671
F  CONSTRUCTII, Total, Neamt, Anul 2010, Milioane lei RON, 777
F  CONSTRUCTII, Total, Neamt, Anul 2011, Milioane lei RON, 742
F  CONSTRUCTII, Total, Neamt, Anul 2012, Milioane lei RON, 676
F  CONSTRUCTII, Total, Neamt, Anul 2013, Milioane lei RON, 601
F  CONSTRUCTII, Total, Neamt, Anul 2014, Milioane lei RON, 691
F  CONSTRUCTII, Total, Neamt, Anul 2015, Milioane lei RON, 782
F  CONSTRUCTII, Total, Neamt, Anul 2016, Milioane lei RON, 792
F  CONSTRUCTII, Total, Neamt, Anul 2017, Milioane lei RON, 736
F  CONSTRUCTII, Total, Neamt, Anul 2018, Milioane lei RON, 928
F  CONSTRUCTII, Total, Neamt, Anul 2019, Milioane lei RON, 1442
F  CONSTRUCTII, Total, Neamt, Anul 2020, Milioane lei RON, 1592
F  CONSTRUCTII, Total, Neamt, Anul 2021, Milioane lei RON, 1755
F  CONSTRUCTII, Total, Neamt, Anul 2022, Milioane lei RON, 2485
F  CONSTRUCTII, Total, Neamt, Anul 2023, Milioane lei RON, 2829
F  CONSTRUCTII, Total, Neamt, Anul 2024, Milioane lei RON, 2901
F  CONSTRUCTII, Total, Suceava, Anul 2008, Milioane lei RON, 1578
F  CONSTRUCTII, Total, Suceava, Anul 2009, Milioane lei RON, 1130
F  CONSTRUCTII, Total, Suceava, Anul 2010, Milioane lei RON, 1004
F  CONSTRUCTII, Total, Suceava, Anul 2011, Milioane lei RON, 1084
F  CONSTRUCTII, Total, Suceava, Anul 2012, Milioane lei RON, 1042
F  CONSTRUCTII, Total, Suceava, Anul 2013, Milioane lei RON, 1040
F  CONSTRUCTII, Total, Suceava, Anul 2014, Milioane lei RON, 1160
F  CONSTRUCTII, Total, Suceava, Anul 2015, Milioane lei RON, 1378
F  CONSTRUCTII, Total, Suceava, Anul 2016, Milioane lei RON, 1168
F  CONSTRUCTII, Total, Suceava, Anul 2017, Milioane lei RON, 1325
F  CONSTRUCTII, Total, Suceava, Anul 2018, Milioane lei RON, 1749
F  CONSTRUCTII, Total, Suceava, Anul 2019, Milioane lei RON, 2047
F  CONSTRUCTII, Total, Suceava, Anul 2020, Milioane lei RON, 2286
F  CONSTRUCTII, Total, Suceava, Anul 2021, Milioane lei RON, 2563
F  CONSTRUCTII, Total, Suceava, Anul 2022, Milioane lei RON, 3080
F  CONSTRUCTII, Total, Suceava, Anul 2023, Milioane lei RON, 3631
F  CONSTRUCTII, Total, Suceava, Anul 2024, Milioane lei RON, 4292
F  CONSTRUCTII, Total, Vaslui, Anul 2008, Milioane lei RON, 436
F  CONSTRUCTII, Total, Vaslui, Anul 2009, Milioane lei RON, 315
F  CONSTRUCTII, Total, Vaslui, Anul 2010, Milioane lei RON, 385
F  CONSTRUCTII, Total, Vaslui, Anul 2011, Milioane lei RON, 384
F  CONSTRUCTII, Total, Vaslui, Anul 2012, Milioane lei RON, 359
F  CONSTRUCTII, Total, Vaslui, Anul 2013, Milioane lei RON, 311
F  CONSTRUCTII, Total, Vaslui, Anul 2014, Milioane lei RON, 316
F  CONSTRUCTII, Total, Vaslui, Anul 2015, Milioane lei RON, 396
F  CONSTRUCTII, Total, Vaslui, Anul 2016, Milioane lei RON, 346
F  CONSTRUCTII, Total, Vaslui, Anul 2017, Milioane lei RON, 363
F  CONSTRUCTII, Total, Vaslui, Anul 2018, Milioane lei RON, 421
F  CONSTRUCTII, Total, Vaslui, Anul 2019, Milioane lei RON, 616
F  CONSTRUCTII, Total, Vaslui, Anul 2020, Milioane lei RON, 672
F  CONSTRUCTII, Total, Vaslui, Anul 2021, Milioane lei RON, 755
F  CONSTRUCTII, Total, Vaslui, Anul 2022, Milioane lei RON, 903
F  CONSTRUCTII, Total, Vaslui, Anul 2023, Milioane lei RON, 1138
F  CONSTRUCTII, Total, Vaslui, Anul 2024, Milioane lei RON, 1271
F  CONSTRUCTII, Total, Braila, Anul 2008, Milioane lei RON, 790
F  CONSTRUCTII, Total, Braila, Anul 2009, Milioane lei RON, 558
F  CONSTRUCTII, Total, Braila, Anul 2010, Milioane lei RON, 415
F  CONSTRUCTII, Total, Braila, Anul 2011, Milioane lei RON, 569
F  CONSTRUCTII, Total, Braila, Anul 2012, Milioane lei RON, 482
F  CONSTRUCTII, Total, Braila, Anul 2013, Milioane lei RON, 416
F  CONSTRUCTII, Total, Braila, Anul 2014, Milioane lei RON, 396
F  CONSTRUCTII, Total, Braila, Anul 2015, Milioane lei RON, 469
F  CONSTRUCTII, Total, Braila, Anul 2016, Milioane lei RON, 292
F  CONSTRUCTII, Total, Braila, Anul 2017, Milioane lei RON, 296
F  CONSTRUCTII, Total, Braila, Anul 2018, Milioane lei RON, 316
F  CONSTRUCTII, Total, Braila, Anul 2019, Milioane lei RON, 400
F  CONSTRUCTII, Total, Braila, Anul 2020, Milioane lei RON, 506
F  CONSTRUCTII, Total, Braila, Anul 2021, Milioane lei RON, 617
F  CONSTRUCTII, Total, Braila, Anul 2022, Milioane lei RON, 827
F  CONSTRUCTII, Total, Braila, Anul 2023, Milioane lei RON, 1028
F  CONSTRUCTII, Total, Braila, Anul 2024, Milioane lei RON, 1178
F  CONSTRUCTII, Total, Buzau, Anul 2008, Milioane lei RON, 1102
F  CONSTRUCTII, Total, Buzau, Anul 2009, Milioane lei RON, 961
F  CONSTRUCTII, Total, Buzau, Anul 2010, Milioane lei RON, 1200
F  CONSTRUCTII, Total, Buzau, Anul 2011, Milioane lei RON, 1088
F  CONSTRUCTII, Total, Buzau, Anul 2012, Milioane lei RON, 982
F  CONSTRUCTII, Total, Buzau, Anul 2013, Milioane lei RON, 783
F  CONSTRUCTII, Total, Buzau, Anul 2014, Milioane lei RON, 791
F  CONSTRUCTII, Total, Buzau, Anul 2015, Milioane lei RON, 947
F  CONSTRUCTII, Total, Buzau, Anul 2016, Milioane lei RON, 751
F  CONSTRUCTII, Total, Buzau, Anul 2017, Milioane lei RON, 803
F  CONSTRUCTII, Total, Buzau, Anul 2018, Milioane lei RON, 875
F  CONSTRUCTII, Total, Buzau, Anul 2019, Milioane lei RON, 1140
F  CONSTRUCTII, Total, Buzau, Anul 2020, Milioane lei RON, 1357
F  CONSTRUCTII, Total, Buzau, Anul 2021, Milioane lei RON, 1435
F  CONSTRUCTII, Total, Buzau, Anul 2022, Milioane lei RON, 1879
F  CONSTRUCTII, Total, Buzau, Anul 2023, Milioane lei RON, 2439
F  CONSTRUCTII, Total, Buzau, Anul 2024, Milioane lei RON, 2987
F  CONSTRUCTII, Total, Constanta, Anul 2008, Milioane lei RON, 3741
F  CONSTRUCTII, Total, Constanta, Anul 2009, Milioane lei RON, 3066
F  CONSTRUCTII, Total, Constanta, Anul 2010, Milioane lei RON, 2957
F  CONSTRUCTII, Total, Constanta, Anul 2011, Milioane lei RON, 3256
F  CONSTRUCTII, Total, Constanta, Anul 2012, Milioane lei RON, 3324
F  CONSTRUCTII, Total, Constanta, Anul 2013, Milioane lei RON, 2769
F  CONSTRUCTII, Total, Constanta, Anul 2014, Milioane lei RON, 2445
F  CONSTRUCTII, Total, Constanta, Anul 2015, Milioane lei RON, 3052
F  CONSTRUCTII, Total, Constanta, Anul 2016, Milioane lei RON, 2075
F  CONSTRUCTII, Total, Constanta, Anul 2017, Milioane lei RON, 2006
F  CONSTRUCTII, Total, Constanta, Anul 2018, Milioane lei RON, 2500
F  CONSTRUCTII, Total, Constanta, Anul 2019, Milioane lei RON, 3444
F  CONSTRUCTII, Total, Constanta, Anul 2020, Milioane lei RON, 4656
F  CONSTRUCTII, Total, Constanta, Anul 2021, Milioane lei RON, 5481
F  CONSTRUCTII, Total, Constanta, Anul 2022, Milioane lei RON, 6663
F  CONSTRUCTII, Total, Constanta, Anul 2023, Milioane lei RON, 7369
F  CONSTRUCTII, Total, Constanta, Anul 2024, Milioane lei RON, 8308
F  CONSTRUCTII, Total, Galati, Anul 2008, Milioane lei RON, 1656
F  CONSTRUCTII, Total, Galati, Anul 2009, Milioane lei RON, 1519
F  CONSTRUCTII, Total, Galati, Anul 2010, Milioane lei RON, 1418
F  CONSTRUCTII, Total, Galati, Anul 2011, Milioane lei RON, 1544
F  CONSTRUCTII, Total, Galati, Anul 2012, Milioane lei RON, 1563
F  CONSTRUCTII, Total, Galati, Anul 2013, Milioane lei RON, 1569
F  CONSTRUCTII, Total, Galati, Anul 2014, Milioane lei RON, 1722
F  CONSTRUCTII, Total, Galati, Anul 2015, Milioane lei RON, 2046
F  CONSTRUCTII, Total, Galati, Anul 2016, Milioane lei RON, 1815
F  CONSTRUCTII, Total, Galati, Anul 2017, Milioane lei RON, 1544
F  CONSTRUCTII, Total, Galati, Anul 2018, Milioane lei RON, 1685
F  CONSTRUCTII, Total, Galati, Anul 2019, Milioane lei RON, 2425
F  CONSTRUCTII, Total, Galati, Anul 2020, Milioane lei RON, 3101
F  CONSTRUCTII, Total, Galati, Anul 2021, Milioane lei RON, 2812
F  CONSTRUCTII, Total, Galati, Anul 2022, Milioane lei RON, 3533
F  CONSTRUCTII, Total, Galati, Anul 2023, Milioane lei RON, 3659
F  CONSTRUCTII, Total, Galati, Anul 2024, Milioane lei RON, 4596
F  CONSTRUCTII, Total, Tulcea, Anul 2008, Milioane lei RON, 331
F  CONSTRUCTII, Total, Tulcea, Anul 2009, Milioane lei RON, 313
F  CONSTRUCTII, Total, Tulcea, Anul 2010, Milioane lei RON, 425
F  CONSTRUCTII, Total, Tulcea, Anul 2011, Milioane lei RON, 443
F  CONSTRUCTII, Total, Tulcea, Anul 2012, Milioane lei RON, 382
F  CONSTRUCTII, Total, Tulcea, Anul 2013, Milioane lei RON, 296
F  CONSTRUCTII, Total, Tulcea, Anul 2014, Milioane lei RON, 373
F  CONSTRUCTII, Total, Tulcea, Anul 2015, Milioane lei RON, 537
F  CONSTRUCTII, Total, Tulcea, Anul 2016, Milioane lei RON, 231
F  CONSTRUCTII, Total, Tulcea, Anul 2017, Milioane lei RON, 203
F  CONSTRUCTII, Total, Tulcea, Anul 2018, Milioane lei RON, 263
F  CONSTRUCTII, Total, Tulcea, Anul 2019, Milioane lei RON, 343
F  CONSTRUCTII, Total, Tulcea, Anul 2020, Milioane lei RON, 382
F  CONSTRUCTII, Total, Tulcea, Anul 2021, Milioane lei RON, 441
F  CONSTRUCTII, Total, Tulcea, Anul 2022, Milioane lei RON, 606
F  CONSTRUCTII, Total, Tulcea, Anul 2023, Milioane lei RON, 892
F  CONSTRUCTII, Total, Tulcea, Anul 2024, Milioane lei RON, 842
F  CONSTRUCTII, Total, Vrancea, Anul 2008, Milioane lei RON, 312
F  CONSTRUCTII, Total, Vrancea, Anul 2009, Milioane lei RON, 236
F  CONSTRUCTII, Total, Vrancea, Anul 2010, Milioane lei RON, 214
F  CONSTRUCTII, Total, Vrancea, Anul 2011, Milioane lei RON, 242
F  CONSTRUCTII, Total, Vrancea, Anul 2012, Milioane lei RON, 278
F  CONSTRUCTII, Total, Vrancea, Anul 2013, Milioane lei RON, 264
F  CONSTRUCTII, Total, Vrancea, Anul 2014, Milioane lei RON, 289
F  CONSTRUCTII, Total, Vrancea, Anul 2015, Milioane lei RON, 402
F  CONSTRUCTII, Total, Vrancea, Anul 2016, Milioane lei RON, 383
F  CONSTRUCTII, Total, Vrancea, Anul 2017, Milioane lei RON, 394
F  CONSTRUCTII, Total, Vrancea, Anul 2018, Milioane lei RON, 439
F  CONSTRUCTII, Total, Vrancea, Anul 2019, Milioane lei RON, 590
F  CONSTRUCTII, Total, Vrancea, Anul 2020, Milioane lei RON, 816
F  CONSTRUCTII, Total, Vrancea, Anul 2021, Milioane lei RON, 951
F  CONSTRUCTII, Total, Vrancea, Anul 2022, Milioane lei RON, 1240
F  CONSTRUCTII, Total, Vrancea, Anul 2023, Milioane lei RON, 1519
F  CONSTRUCTII, Total, Vrancea, Anul 2024, Milioane lei RON, 1505
F  CONSTRUCTII, Total, Arges, Anul 2008, Milioane lei RON, 2904
F  CONSTRUCTII, Total, Arges, Anul 2009, Milioane lei RON, 2195
F  CONSTRUCTII, Total, Arges, Anul 2010, Milioane lei RON, 2047
F  CONSTRUCTII, Total, Arges, Anul 2011, Milioane lei RON, 2280
F  CONSTRUCTII, Total, Arges, Anul 2012, Milioane lei RON, 2393
F  CONSTRUCTII, Total, Arges, Anul 2013, Milioane lei RON, 1782
F  CONSTRUCTII, Total, Arges, Anul 2014, Milioane lei RON, 1796
F  CONSTRUCTII, Total, Arges, Anul 2015, Milioane lei RON, 1981
F  CONSTRUCTII, Total, Arges, Anul 2016, Milioane lei RON, 1651
F  CONSTRUCTII, Total, Arges, Anul 2017, Milioane lei RON, 1734
F  CONSTRUCTII, Total, Arges, Anul 2018, Milioane lei RON, 2145
F  CONSTRUCTII, Total, Arges, Anul 2019, Milioane lei RON, 2835
F  CONSTRUCTII, Total, Arges, Anul 2020, Milioane lei RON, 2848
F  CONSTRUCTII, Total, Arges, Anul 2021, Milioane lei RON, 2959
F  CONSTRUCTII, Total, Arges, Anul 2022, Milioane lei RON, 3544
F  CONSTRUCTII, Total, Arges, Anul 2023, Milioane lei RON, 4528
F  CONSTRUCTII, Total, Arges, Anul 2024, Milioane lei RON, 4888
F  CONSTRUCTII, Total, Calarasi, Anul 2008, Milioane lei RON, 499
F  CONSTRUCTII, Total, Calarasi, Anul 2009, Milioane lei RON, 398
F  CONSTRUCTII, Total, Calarasi, Anul 2010, Milioane lei RON, 456
F  CONSTRUCTII, Total, Calarasi, Anul 2011, Milioane lei RON, 446
F  CONSTRUCTII, Total, Calarasi, Anul 2012, Milioane lei RON, 405
F  CONSTRUCTII, Total, Calarasi, Anul 2013, Milioane lei RON, 360
F  CONSTRUCTII, Total, Calarasi, Anul 2014, Milioane lei RON, 310
F  CONSTRUCTII, Total, Calarasi, Anul 2015, Milioane lei RON, 373
F  CONSTRUCTII, Total, Calarasi, Anul 2016, Milioane lei RON, 309
F  CONSTRUCTII, Total, Calarasi, Anul 2017, Milioane lei RON, 291
F  CONSTRUCTII, Total, Calarasi, Anul 2018, Milioane lei RON, 340
F  CONSTRUCTII, Total, Calarasi, Anul 2019, Milioane lei RON, 464
F  CONSTRUCTII, Total, Calarasi, Anul 2020, Milioane lei RON, 503
F  CONSTRUCTII, Total, Calarasi, Anul 2021, Milioane lei RON, 522
F  CONSTRUCTII, Total, Calarasi, Anul 2022, Milioane lei RON, 701
F  CONSTRUCTII, Total, Calarasi, Anul 2023, Milioane lei RON, 899
F  CONSTRUCTII, Total, Calarasi, Anul 2024, Milioane lei RON, 1021
F  CONSTRUCTII, Total, Dambovita, Anul 2008, Milioane lei RON, 734
F  CONSTRUCTII, Total, Dambovita, Anul 2009, Milioane lei RON, 651
F  CONSTRUCTII, Total, Dambovita, Anul 2010, Milioane lei RON, 536
F  CONSTRUCTII, Total, Dambovita, Anul 2011, Milioane lei RON, 578
F  CONSTRUCTII, Total, Dambovita, Anul 2012, Milioane lei RON, 454
F  CONSTRUCTII, Total, Dambovita, Anul 2013, Milioane lei RON, 415
F  CONSTRUCTII, Total, Dambovita, Anul 2014, Milioane lei RON, 464
F  CONSTRUCTII, Total, Dambovita, Anul 2015, Milioane lei RON, 616
F  CONSTRUCTII, Total, Dambovita, Anul 2016, Milioane lei RON, 557
F  CONSTRUCTII, Total, Dambovita, Anul 2017, Milioane lei RON, 653
F  CONSTRUCTII, Total, Dambovita, Anul 2018, Milioane lei RON, 1006
F  CONSTRUCTII, Total, Dambovita, Anul 2019, Milioane lei RON, 997
F  CONSTRUCTII, Total, Dambovita, Anul 2020, Milioane lei RON, 1144
F  CONSTRUCTII, Total, Dambovita, Anul 2021, Milioane lei RON, 1565
F  CONSTRUCTII, Total, Dambovita, Anul 2022, Milioane lei RON, 1737
F  CONSTRUCTII, Total, Dambovita, Anul 2023, Milioane lei RON, 2133
F  CONSTRUCTII, Total, Dambovita, Anul 2024, Milioane lei RON, 2222
F  CONSTRUCTII, Total, Giurgiu, Anul 2008, Milioane lei RON, 1485
F  CONSTRUCTII, Total, Giurgiu, Anul 2009, Milioane lei RON, 1563
F  CONSTRUCTII, Total, Giurgiu, Anul 2010, Milioane lei RON, 1018
F  CONSTRUCTII, Total, Giurgiu, Anul 2011, Milioane lei RON, 521
F  CONSTRUCTII, Total, Giurgiu, Anul 2012, Milioane lei RON, 618
F  CONSTRUCTII, Total, Giurgiu, Anul 2013, Milioane lei RON, 535
F  CONSTRUCTII, Total, Giurgiu, Anul 2014, Milioane lei RON, 647
F  CONSTRUCTII, Total, Giurgiu, Anul 2015, Milioane lei RON, 687
F  CONSTRUCTII, Total, Giurgiu, Anul 2016, Milioane lei RON, 563
F  CONSTRUCTII, Total, Giurgiu, Anul 2017, Milioane lei RON, 646
F  CONSTRUCTII, Total, Giurgiu, Anul 2018, Milioane lei RON, 917
F  CONSTRUCTII, Total, Giurgiu, Anul 2019, Milioane lei RON, 1354
F  CONSTRUCTII, Total, Giurgiu, Anul 2020, Milioane lei RON, 1137
F  CONSTRUCTII, Total, Giurgiu, Anul 2021, Milioane lei RON, 1268
F  CONSTRUCTII, Total, Giurgiu, Anul 2022, Milioane lei RON, 1551
F  CONSTRUCTII, Total, Giurgiu, Anul 2023, Milioane lei RON, 1767
F  CONSTRUCTII, Total, Giurgiu, Anul 2024, Milioane lei RON, 1899
F  CONSTRUCTII, Total, Ialomita, Anul 2008, Milioane lei RON, 441
F  CONSTRUCTII, Total, Ialomita, Anul 2009, Milioane lei RON, 452
F  CONSTRUCTII, Total, Ialomita, Anul 2010, Milioane lei RON, 451
F  CONSTRUCTII, Total, Ialomita, Anul 2011, Milioane lei RON, 456
F  CONSTRUCTII, Total, Ialomita, Anul 2012, Milioane lei RON, 424
F  CONSTRUCTII, Total, Ialomita, Anul 2013, Milioane lei RON, 365
F  CONSTRUCTII, Total, Ialomita, Anul 2014, Milioane lei RON, 327
F  CONSTRUCTII, Total, Ialomita, Anul 2015, Milioane lei RON, 402
F  CONSTRUCTII, Total, Ialomita, Anul 2016, Milioane lei RON, 313
F  CONSTRUCTII, Total, Ialomita, Anul 2017, Milioane lei RON, 290
F  CONSTRUCTII, Total, Ialomita, Anul 2018, Milioane lei RON, 357
F  CONSTRUCTII, Total, Ialomita, Anul 2019, Milioane lei RON, 551
F  CONSTRUCTII, Total, Ialomita, Anul 2020, Milioane lei RON, 586
F  CONSTRUCTII, Total, Ialomita, Anul 2021, Milioane lei RON, 721
F  CONSTRUCTII, Total, Ialomita, Anul 2022, Milioane lei RON, 860
F  CONSTRUCTII, Total, Ialomita, Anul 2023, Milioane lei RON, 1089
F  CONSTRUCTII, Total, Ialomita, Anul 2024, Milioane lei RON, 1094
F  CONSTRUCTII, Total, Prahova, Anul 2008, Milioane lei RON, 3325
F  CONSTRUCTII, Total, Prahova, Anul 2009, Milioane lei RON, 2892
F  CONSTRUCTII, Total, Prahova, Anul 2010, Milioane lei RON, 2885
F  CONSTRUCTII, Total, Prahova, Anul 2011, Milioane lei RON, 2952
F  CONSTRUCTII, Total, Prahova, Anul 2012, Milioane lei RON, 2877
F  CONSTRUCTII, Total, Prahova, Anul 2013, Milioane lei RON, 2555
F  CONSTRUCTII, Total, Prahova, Anul 2014, Milioane lei RON, 2570
F  CONSTRUCTII, Total, Prahova, Anul 2015, Milioane lei RON, 2811
F  CONSTRUCTII, Total, Prahova, Anul 2016, Milioane lei RON, 2638
F  CONSTRUCTII, Total, Prahova, Anul 2017, Milioane lei RON, 2802
F  CONSTRUCTII, Total, Prahova, Anul 2018, Milioane lei RON, 3667
F  CONSTRUCTII, Total, Prahova, Anul 2019, Milioane lei RON, 4574
F  CONSTRUCTII, Total, Prahova, Anul 2020, Milioane lei RON, 4680
F  CONSTRUCTII, Total, Prahova, Anul 2021, Milioane lei RON, 5274
F  CONSTRUCTII, Total, Prahova, Anul 2022, Milioane lei RON, 6399
F  CONSTRUCTII, Total, Prahova, Anul 2023, Milioane lei RON, 8024
F  CONSTRUCTII, Total, Prahova, Anul 2024, Milioane lei RON, 8763
F  CONSTRUCTII, Total, Teleorman, Anul 2008, Milioane lei RON, 417
F  CONSTRUCTII, Total, Teleorman, Anul 2009, Milioane lei RON, 390
F  CONSTRUCTII, Total, Teleorman, Anul 2010, Milioane lei RON, 381
F  CONSTRUCTII, Total, Teleorman, Anul 2011, Milioane lei RON, 406
F  CONSTRUCTII, Total, Teleorman, Anul 2012, Milioane lei RON, 405
F  CONSTRUCTII, Total, Teleorman, Anul 2013, Milioane lei RON, 411
F  CONSTRUCTII, Total, Teleorman, Anul 2014, Milioane lei RON, 353
F  CONSTRUCTII, Total, Teleorman, Anul 2015, Milioane lei RON, 430
F  CONSTRUCTII, Total, Teleorman, Anul 2016, Milioane lei RON, 440
F  CONSTRUCTII, Total, Teleorman, Anul 2017, Milioane lei RON, 371
F  CONSTRUCTII, Total, Teleorman, Anul 2018, Milioane lei RON, 300
F  CONSTRUCTII, Total, Teleorman, Anul 2019, Milioane lei RON, 474
F  CONSTRUCTII, Total, Teleorman, Anul 2020, Milioane lei RON, 604
F  CONSTRUCTII, Total, Teleorman, Anul 2021, Milioane lei RON, 526
F  CONSTRUCTII, Total, Teleorman, Anul 2022, Milioane lei RON, 695
F  CONSTRUCTII, Total, Teleorman, Anul 2023, Milioane lei RON, 962
F  CONSTRUCTII, Total, Teleorman, Anul 2024, Milioane lei RON, 1090
F  CONSTRUCTII, Total, Ilfov, Anul 2008, Milioane lei RON, 2728
F  CONSTRUCTII, Total, Ilfov, Anul 2009, Milioane lei RON, 3239
F  CONSTRUCTII, Total, Ilfov, Anul 2010, Milioane lei RON, 2533
F  CONSTRUCTII, Total, Ilfov, Anul 2011, Milioane lei RON, 3448
F  CONSTRUCTII, Total, Ilfov, Anul 2012, Milioane lei RON, 3294
F  CONSTRUCTII, Total, Ilfov, Anul 2013, Milioane lei RON, 2594
F  CONSTRUCTII, Total, Ilfov, Anul 2014, Milioane lei RON, 2497
F  CONSTRUCTII, Total, Ilfov, Anul 2015, Milioane lei RON, 3048
F  CONSTRUCTII, Total, Ilfov, Anul 2016, Milioane lei RON, 3462
F  CONSTRUCTII, Total, Ilfov, Anul 2017, Milioane lei RON, 4444
F  CONSTRUCTII, Total, Ilfov, Anul 2018, Milioane lei RON, 5722
F  CONSTRUCTII, Total, Ilfov, Anul 2019, Milioane lei RON, 6550
F  CONSTRUCTII, Total, Ilfov, Anul 2020, Milioane lei RON, 8006
F  CONSTRUCTII, Total, Ilfov, Anul 2021, Milioane lei RON, 9284
F  CONSTRUCTII, Total, Ilfov, Anul 2022, Milioane lei RON, 11593
F  CONSTRUCTII, Total, Ilfov, Anul 2023, Milioane lei RON, 13483
F  CONSTRUCTII, Total, Ilfov, Anul 2024, Milioane lei RON, 15475
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2008, Milioane lei RON, 30165
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2009, Milioane lei RON, 25817
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2010, Milioane lei RON, 22528
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2011, Milioane lei RON, 23582
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2012, Milioane lei RON, 25515
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2013, Milioane lei RON, 22043
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2014, Milioane lei RON, 20798
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2015, Milioane lei RON, 23953
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2016, Milioane lei RON, 22732
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2017, Milioane lei RON, 22377
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2018, Milioane lei RON, 26494
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2019, Milioane lei RON, 32708
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2020, Milioane lei RON, 37458
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2021, Milioane lei RON, 41345
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2022, Milioane lei RON, 51901
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2023, Milioane lei RON, 66040
F  CONSTRUCTII, Total, Municipiul Bucuresti, Anul 2024, Milioane lei RON, 68671
F  CONSTRUCTII, Total, Dolj, Anul 2008, Milioane lei RON, 1433
F  CONSTRUCTII, Total, Dolj, Anul 2009, Milioane lei RON, 1397
F  CONSTRUCTII, Total, Dolj, Anul 2010, Milioane lei RON, 1313
F  CONSTRUCTII, Total, Dolj, Anul 2011, Milioane lei RON, 1361
F  CONSTRUCTII, Total, Dolj, Anul 2012, Milioane lei RON, 1289
F  CONSTRUCTII, Total, Dolj, Anul 2013, Milioane lei RON, 1250
F  CONSTRUCTII, Total, Dolj, Anul 2014, Milioane lei RON, 1251
F  CONSTRUCTII, Total, Dolj, Anul 2015, Milioane lei RON, 1519
F  CONSTRUCTII, Total, Dolj, Anul 2016, Milioane lei RON, 1357
F  CONSTRUCTII, Total, Dolj, Anul 2017, Milioane lei RON, 1309
F  CONSTRUCTII, Total, Dolj, Anul 2018, Milioane lei RON, 1481
F  CONSTRUCTII, Total, Dolj, Anul 2019, Milioane lei RON, 1754
F  CONSTRUCTII, Total, Dolj, Anul 2020, Milioane lei RON, 2119
F  CONSTRUCTII, Total, Dolj, Anul 2021, Milioane lei RON, 2464
F  CONSTRUCTII, Total, Dolj, Anul 2022, Milioane lei RON, 2958
F  CONSTRUCTII, Total, Dolj, Anul 2023, Milioane lei RON, 3599
F  CONSTRUCTII, Total, Dolj, Anul 2024, Milioane lei RON, 3809
F  CONSTRUCTII, Total, Gorj, Anul 2008, Milioane lei RON, 665
F  CONSTRUCTII, Total, Gorj, Anul 2009, Milioane lei RON, 538
F  CONSTRUCTII, Total, Gorj, Anul 2010, Milioane lei RON, 552
